 01/01/2021,00:00,00:05,00:10,00:15,00:20,00:25,00:30,00:35,00:40,00:45,00:50,00:55,01:00,01:05,01:10,01:15,01:20,01:25,01:30,01:35,01:40,01:45,01:50,01:55,02:00,02:05,02:10,02:15,02:20,02:25,02:30,02:35,02:40,02:45,02:50,02:55,03:00,03:05,03:10,03:15,03:20,03:25,03:30,03:35,03:40,03:45,03:50,03:55,04:00,04:05,04:10,04:15,04:20,04:25,04:30,04:35,04:40,04:45,04:50,04:55,05:00,05:05,05:10,05:15,05:20,05:25,05:30,05:35,05:40,05:45,05:50,05:55,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55
0,44656,44548,44402,44214,44148,43952,43768,43570,43464,43294,43130,43012,42896,42878,42750,42566,42384,42200,42090,42014,41820,41664,41562,41440,41364,41232,41182,41056,40954,40882,40722,40722,40670,40588,40574,40526,40580,40560,40608,40522,40578,40476,40430,40342,40268,40222,40188,40118,40210,40298,40238,40186,40172,40212,40164,40234,40262,40232,40316,40416,40670,40842,41064,41034,41098,41182,41268,41290,41330,41466,41280,41490,42056,42134,42286,42314,42428,42480,42538,42658,42692,42632,42710,42694,43042,42826,42878,42826,42762,42918,42802,42618,42552,42526,42344,42156,41866,41980,42064,41982,41882,41780,41558,41322,41154,41028,40930,40808,40724,40570,40554,40414,40282,40274,40048,39802,39654,39462,39306,39250,39090,38840,38834,38582,38392,38344,38204,38098,38136,37992,37868,37730,37478,37446,37504,37358,37250,37214,37076,37090,37100,37026,37014,36916,36930,37006,36988,36980,36880,36820,36814,36894,36878,36844,36834,36798,36846,36958,36918,36876,37080,37212,37242,37558,37484,37526,37706,37962,37768,38042,38192,38210,38398,38574,38658,38772,38890,39202,39378,39416,39534,39612,39924,40006,40186,40360,40488,40850,41088,41346,41790,42192,42374,42568,43096,43642,43834,44116,44622,45188,45686,46230,46782,47334,48204,48792,49340,49842,50286,50518,50726,50906,51032,51144,51228,51216,51178,51060,50998,51028,50952,50934,50940,50776,50832,50748,50866,50340,50450,50532,50434,50412,50470,50446,50372,50290,50202,50094,50030,49934,49754,49660,49584,49476,49466,49366,49320,49178,49070,48940,48778,48626,48460,48392,48334,48170,48020,47924,47946,47826,47704,47554,47352,47186,46884,46518,46308,46192,45948,45794,45524,45294,45136,44912,44648,44420,44066,43922,43772,43502,43254,43026,42820,42616,42462,42238,42060
0,41896,42132,42154,42054,41968,41828,41714,41628,41484,41314,41180,41014,40886,40776,40648,40506,40404,40312,40226,40136,40078,40008,39954,39870,39800,39816,39770,39594,39506,39360,39284,39170,39164,39124,39120,39160,39068,39030,39074,39078,39104,39118,39100,39118,39088,39102,39108,39164,39270,39234,39286,39288,39346,39394,39472,39500,39592,39606,39674,39774,40012,40168,40364,40456,40550,40668,40780,40844,40912,41056,41194,41360,41828,42006,42262,42392,42468,42544,42788,42864,42990,43056,43070,43110,43486,43512,43544,43574,43640,43644,43554,43616,44018,43878,43724,43824,43808,43872,43800,43972,44000,43990,44100,43780,43834,43436,43312,43170,42878,42806,43156,43246,43046,43040,43090,42860,42724,42674,42620,42654,42680,42558,42716,42718,42064,42246,42666,42430,42068,42118,42328,42466,42166,42078,42302,42182,42252,42286,42354,42106,42066,42126,42024,41946,41842,41878,41920,42150,42316,42312,42302,42128,42280,42222,42182,42156,42336,42470,42820,42850,42640,42734,42410,42468,42750,42750,42836,42910,42874,42922,42736,43006,43078,42872,43388,43708,43588,43816,43960,43916,43736,43760,44064,44092,44306,44382,44688,44870,45216,45296,45508,45674,45758,45948,46260,46528,46768,47090,47462,47900,48274,49022,49616,50136,50976,51766,52100,52314,52652,53028,53330,53582,53772,53962,53814,53752,53666,53724,53632,53592,53532,53400,53342,53248,53148,53192,53028,52886,52956,52874,52694,52616,52506,52334,52330,52244,52104,52048,51764,51592,51400,51316,51116,51020,50862,50784,50758,50696,50510,50330,50144,49656,49686,49780,49604,49482,49452,49316,49086,48860,48788,48518,48336,47976,47754,47508,47208,46998,46844,46598,46374,46158,45960,45792,45532,45238,44892,44720,44562,44314,44080,43942,43652,43408,43234,43068,42892
0,42574,42588,42536,42336,42178,41978,41892,41786,41690,41464,41314,41294,41190,41030,40882,40582,40366,40234,40164,40044,40002,40054,40002,39866,39894,39816,39750,39748,39774,39712,39706,39606,39518,39516,39396,39298,39276,39312,39390,39360,39236,39186,39266,39208,39120,39032,38944,38940,39138,39268,39222,39264,39256,39196,39284,39362,39368,39300,39290,39456,39718,39618,39698,39732,39720,39728,39916,40006,40042,40188,40276,40464,40888,41026,41102,41034,41022,40946,41216,41326,41360,41350,41424,41532,41728,41816,41814,41804,41742,41654,41786,41842,42084,42046,42118,42380,42330,42338,42378,42230,42390,42504,42482,42340,41912,41978,41772,41572,41462,41460,41516,41376,41096,40882,40848,40632,40826,40674,40738,40806,40642,40442,40248,40248,39884,39804,39886,40092,40134,39770,39614,39724,39316,39346,39402,39478,39456,39278,39412,39374,39160,39182,39124,39164,39064,39088,39226,39208,38814,38820,38892,38750,38906,38918,39128,38872,38914,39118,39352,39602,39654,39638,39650,39704,39842,39832,40006,40010,39922,40090,40120,40244,40408,40670,40954,41006,40984,41008,41326,41364,41434,41698,41908,42160,42412,42630,42754,43200,43338,43536,43784,44248,44318,44428,44830,45268,45660,46052,46546,46976,47596,48184,48884,49556,50382,51144,51562,52056,52372,52594,52892,53166,53280,53342,53382,53358,53404,53228,53122,53066,53034,52850,52798,52820,52722,52646,52642,52568,52506,52448,52288,52192,52224,52114,52050,51992,51914,51740,51712,51536,51352,51174,51020,50892,50828,50644,50526,50368,50180,49998,49844,49708,49534,49582,49440,49256,49036,48948,48750,48416,48132,47810,47588,47436,47192,47020,46738,46506,46272,46140,45908,45630,45508,45248,45030,44660,44360,44018,43878,43758,43540,43314,43088,42894,42784,42742,42398
0,41882,41990,41862,41796,41652,41452,41260,41196,41200,41080,40914,40840,40892,40964,40774,40684,40654,40552,40460,40390,40390,40360,40238,40256,40272,40216,40096,40040,40000,39972,39972,39958,39916,39908,39886,39878,40048,40060,40130,40026,40018,39990,40010,39958,39968,40060,40118,40174,40446,40610,40736,40878,40938,41052,41272,41334,41396,41610,41768,41950,42480,42722,43012,43212,43374,43622,43856,44222,44426,44616,44844,45216,46036,46580,46870,47258,47402,47656,48028,48388,48524,48734,48816,48806,48992,49474,49798,49722,49740,49612,49836,50080,50264,50328,50380,50434,50680,51070,51018,50978,50674,50524,50420,50378,50252,50172,50160,49922,49788,49732,49642,49318,49190,48956,48916,48846,48696,48384,48490,48348,48172,48148,48282,48106,48044,47866,47854,47936,47876,47808,47730,47668,47646,47510,47644,47476,47376,47204,47170,47234,47166,47248,47090,46950,47106,46946,47158,46870,46770,46696,46734,47034,47116,47018,47050,47068,47050,46850,46744,46722,46774,47028,46864,46762,46966,46826,46890,46910,46862,46828,46904,46946,47002,46958,47194,47200,47004,47078,47136,47284,47116,47276,47458,47560,47594,47744,47824,48106,48022,48382,48628,48428,48444,48774,49118,49440,49760,50020,50500,50984,51384,51660,52272,52868,53288,53898,54652,55016,55460,55590,56012,56262,56470,56614,56622,56574,56500,56480,56396,56352,56148,56116,55712,55668,55662,55752,55824,55602,55424,55208,55102,55026,54788,54740,54734,54652,54750,54696,54292,54056,53894,53486,53244,53216,53250,53270,53010,52950,52710,52610,52394,52362,52344,52278,52212,52148,52046,51682,51354,50872,50624,50294,50188,49810,49604,49594,49244,49094,48902,48536,48324,48142,47652,47500,47396,47264,46992,46768,46642,46372,46124,45810,45614,45546,45450,45142,44972
0,44558,44730,44538,44354,44306,44124,44034,43842,43688,43504,43302,43140,43074,42930,42954,42864,42746,42700,42588,42350,42234,42144,42006,41870,41872,41682,41660,41534,41454,41556,41614,41452,41360,41260,41226,41238,41320,41344,41316,41276,41304,41236,41294,41228,41304,41386,41492,41490,41824,42046,42110,42244,42442,42296,42616,42766,42786,42744,43068,43358,43936,44352,44286,44570,44692,44886,45192,45516,45706,45846,46060,46352,47162,47810,48070,48344,48606,48726,49254,49508,49730,50000,50268,50500,51010,51298,51488,51596,51800,52010,52172,52418,52648,52870,52690,52458,52372,52472,52640,52716,52802,52644,52152,51988,51996,51854,51624,51178,51054,51080,50834,50862,50580,50426,50134,49920,49610,49228,48912,48850,48740,48656,48490,48242,48066,47850,47544,47380,47112,46904,46826,46622,46530,46382,46172,46064,46044,45902,45836,45736,45656,45578,45544,45524,45330,45186,45120,45174,45068,45068,45116,45218,45156,45056,45098,45164,45132,45250,45332,45410,45554,45590,45686,45666,45856,46054,46058,46282,46290,46346,46414,46472,46734,47042,47270,47206,47346,47566,47940,48114,48372,48344,48714,48812,49032,49248,49398,49656,49740,49866,50150,50238,50276,50378,50754,50864,51114,51258,51534,51682,52150,52788,53274,53766,54146,54886,55410,55930,56260,56622,56912,57090,57142,57260,57332,57250,57406,57138,57174,57148,57068,57062,57000,56854,56796,56776,56636,56624,56652,56378,56384,56302,56262,56114,56164,56010,55850,55720,55530,55354,55252,55034,54968,54856,54564,54524,54432,54170,54030,53848,53746,53442,53362,53316,53038,52864,52634,52382,52150,51888,51692,51410,51270,51064,50732,50420,50064,49842,49616,49356,49280,49036,48782,48540,48322,48072,47650,47242,46958,46772,46538,46310,46062,45920,45624,45406,45122
0,44844,44680,44440,44392,44180,43998,43930,43810,43580,43380,43258,43216,43012,43040,43000,42856,42896,42910,42898,42788,42706,42510,42516,42448,42418,42280,42424,42352,42248,42182,42116,41988,41980,41952,41932,41886,42042,42088,42140,42114,42022,41932,41998,42074,42072,42026,42112,42132,42448,42788,42814,42708,42886,42886,43070,43170,43366,43504,43686,43812,44550,44846,45040,45296,45566,45768,46112,46372,46634,46910,47150,47490,48480,48966,49428,49706,50056,50310,50632,50932,51096,51342,51510,51654,52286,52630,52778,52962,53170,53288,53398,53460,53864,53970,53898,53802,53950,53824,53904,53606,53616,53502,53500,53506,53394,53378,53020,53290,52858,52626,52500,52406,52108,52120,51826,51958,51654,51348,51214,50844,50918,50510,50536,50590,50388,50128,50298,50212,50256,50034,49606,49514,49576,49372,49444,49330,48992,48868,48896,49028,49050,48942,49018,48970,48942,48990,48842,49086,49342,49314,49168,49194,49332,49008,48732,48992,49476,49420,49132,49144,49026,49116,48972,49316,49256,49222,49372,49198,49052,49094,49154,49344,49470,49200,49078,48886,49030,49380,49310,49302,49544,49038,49430,49582,49374,49210,49480,49422,49624,49994,49988,50224,50156,50168,50162,50392,51032,51326,51666,51966,52286,52590,53012,53620,54256,54386,54890,55602,56098,56282,56518,56630,56910,57224,57170,57004,56910,56896,56924,56966,56736,56612,56518,56366,56176,56078,55972,55866,55490,55282,55156,55092,55218,55174,55022,54852,54634,54606,54304,54152,53996,53896,53716,53612,53480,53310,53192,53010,52894,52696,52444,52216,52158,52258,52062,51840,51720,51676,51374,51124,50946,50742,50534,50328,49866,49602,49312,49086,48708,48454,48426,48162,47968,47624,47270,46992,46698,46390,46260,45992,45724,45550,45314,45072,44874,44634,44422
0,44178,44130,43888,43734,43372,43250,43144,43056,42960,42814,42682,42652,42460,42354,42200,41934,41746,41640,41464,41332,41220,41106,41060,40928,40932,41030,40988,40846,40844,40850,40772,40734,40646,40640,40648,40632,40760,40994,41074,41086,41110,41148,41130,41236,41290,41332,41430,41568,41854,42036,42084,42206,42230,42282,42478,42520,42682,42854,42982,43150,43678,44152,44246,44502,44840,44998,45316,45574,45866,46084,46344,46712,47548,48022,48334,48680,48972,49168,49544,49820,50084,50264,50498,50698,51184,51584,51736,51888,52100,52318,52306,52382,52378,52576,52578,52508,52512,52736,52936,53200,53160,53008,52930,52752,52530,52550,52580,52444,52416,52284,51978,52004,51804,51556,51350,50928,50546,50330,50076,50020,50080,50136,50012,49992,49774,49524,49350,49378,49316,49392,49100,48810,48836,48604,48744,48686,48438,48380,48340,48170,48026,48024,47764,47570,47620,47672,47522,47568,47436,47314,47350,47202,47314,47354,47060,47004,47138,46904,46868,46378,46350,46306,46370,46252,46530,46594,46596,46558,46768,46878,46882,46856,46882,47214,47342,47218,47268,47438,47710,47682,47788,48000,48084,48294,48330,48634,48668,48828,49136,49342,49646,49934,49924,50106,50258,50586,50750,50894,51364,51728,52220,52728,53300,53722,54150,54538,55132,55638,56182,56522,56828,56896,56894,56928,56894,56874,56790,56808,56888,56902,56812,56714,56522,56260,56296,56270,56340,56226,56086,55960,55794,55658,55528,55496,55358,55240,55174,55070,54946,54814,54594,54596,54450,54436,54270,54152,54034,53852,53746,53602,53374,53138,52952,52910,52712,52564,52298,52184,52040,51904,51782,51600,51376,50990,50626,50468,50010,49640,49412,49110,48932,48600,48382,48110,47914,47670,47352,47082,46782,46540,46344,46098,45896,45732,45460,45154,44968
0,44646,44532,44406,44368,44250,44126,43964,43846,43658,43454,43358,43326,43164,43186,43156,43090,42924,42780,42660,42536,42434,42288,42238,42196,42080,42004,41972,41906,41902,41908,41888,41842,41710,41626,41484,41444,41496,41408,41402,41360,41386,41318,41352,41428,41504,41522,41502,41502,41642,41870,41946,42058,42150,42192,42364,42530,42674,42828,42968,43096,43596,44074,44374,44560,44688,44828,45052,45194,45372,45596,45728,46196,47112,47594,47912,48320,48536,48640,49108,49322,49478,49772,49858,50110,50632,51006,51254,51538,51540,51706,51922,51914,51840,52108,52234,52304,52154,52506,52498,52424,52514,52668,52562,52400,52120,52058,51828,51622,51542,51602,51360,51234,51004,50818,50618,50398,50250,50252,50214,50128,50070,49832,49592,49266,49104,48882,48718,48682,48654,48578,48164,47922,48000,47652,47576,47350,47366,47436,47412,47338,47240,47118,46968,46966,46780,46662,46434,46332,46246,46092,45970,45896,45918,45752,45860,45696,45646,45634,45916,45810,45532,45556,45720,45614,45652,45608,45626,45502,45634,45604,45438,45650,45716,45906,45806,45806,46148,46362,46510,46536,46326,46358,46364,46492,47018,47004,47140,47326,47596,47852,48116,48292,48150,48214,48636,48928,49278,49694,50098,50460,50868,51334,51712,52018,52424,52674,53172,53858,54318,54780,55002,55254,55318,55432,55444,55436,55342,55316,55578,55428,55340,55244,55186,55082,55066,54916,54828,54640,54578,54460,54358,54296,54236,54136,53964,53842,53778,53728,53654,53488,53220,53306,53108,52980,52766,52678,52576,52338,52264,52142,51950,51822,51774,51416,51314,51118,50904,50746,50648,50414,50258,50192,49948,49678,49304,49122,48932,48734,48404,48162,48080,47814,47612,47374,47078,46942,46472,46220,46008,45730,45498,45392,45094,44928,44770,44518,44336
0,44070,43926,43668,43486,43298,43098,42934,42770,42622,42504,42338,42230,42100,41986,41874,41774,41634,41520,41446,41362,41262,41222,41222,41114,41058,41116,41194,41234,41140,41108,41004,40926,40898,40888,40814,40744,40776,40632,40750,40626,40614,40588,40582,40586,40592,40584,40604,40626,40726,40812,40906,40934,41010,41002,41126,41180,41268,41344,41396,41474,41840,41972,42134,42262,42454,42640,42812,42974,43072,43258,43276,43556,44134,44452,44704,44914,45020,45114,45354,45530,45624,45712,45828,45980,46374,46390,46448,46626,46636,46742,46644,46782,46868,46818,46980,46802,46888,46996,46908,46824,46706,46656,46612,46512,46450,45898,45420,45234,45398,45608,45464,45604,45510,45290,45190,44966,44806,44856,44762,44810,44496,44416,44194,43942,43650,43506,43404,43286,43168,42936,42938,42798,42544,42272,42174,42106,42026,41850,41882,41806,41764,41748,41674,41524,41504,41386,41464,41384,41286,41264,41288,41384,41500,41242,41138,41042,40974,41072,41052,40962,40946,41088,41014,41186,41140,41212,41416,41516,41270,41418,41412,41500,41368,41538,41682,42034,42278,42532,42612,42684,42942,43228,43488,43458,43602,43798,44138,44208,44484,44778,44958,45252,45298,45376,45780,46122,46570,46648,47196,47504,47990,48272,48328,48624,49164,49960,50688,51264,51876,52198,52470,52648,52774,53004,53106,53092,53056,53092,53116,53178,53108,53134,53074,53066,52972,52938,52956,52762,52698,52750,52676,52592,52530,52454,52362,52220,52130,52056,51940,51782,51704,51706,51670,51492,51354,51272,51172,51040,50990,50908,50752,50564,50356,50086,50000,49962,49652,49586,49420,49210,49008,48774,48610,48372,48104,47880,47652,47384,47234,47096,46846,46632,46482,46368,46154,46068,45522,45438,45248,45148,44912,44742,44542,44276,44056,43862,43704
0,43366,43260,43230,43184,43080,42940,42806,42694,42610,42418,42286,42202,42058,41904,41780,41670,41528,41416,41362,41210,41082,40926,40846,40708,40652,40594,40492,40406,40398,40340,40274,40190,40142,40116,40070,39992,40094,40036,40024,40006,40012,39942,39940,39964,39968,39998,39998,40022,40078,40136,40114,40088,40144,40164,40238,40214,40288,40346,40330,40410,40604,40692,40762,40856,40890,40988,41094,41160,41242,41220,41262,41460,41768,42026,42204,42278,42378,42482,42592,42676,42664,42708,42738,42780,43086,43176,43198,43232,43238,43280,43378,43256,43248,43306,43288,43228,43422,43458,43370,43342,43162,42994,42906,42842,42594,42468,42342,42052,42082,42120,42080,41988,41876,41392,41612,41680,41488,41238,40964,41302,41088,40974,40786,40652,40708,40736,40716,40370,40002,39696,39694,39742,39756,39826,39754,39770,39790,39796,39780,39824,39802,39802,39750,39966,39954,40146,40060,40000,40120,40040,40114,40258,40124,39968,39794,39772,39770,39710,39630,39730,39728,39876,39766,39660,39798,39656,39776,39652,39824,39816,40234,40006,40272,40570,40558,40312,40602,40974,41106,41390,41210,41554,42110,42086,42298,42626,42696,43020,43382,43614,43856,44144,44136,44480,44782,45046,45362,45724,45892,46326,46760,47276,47850,48542,49078,49536,50278,50830,51278,51574,51758,51956,52128,52332,52266,52374,52346,52398,52244,52186,52078,52014,51944,51978,51944,51924,51774,51780,51654,51582,51466,51334,51290,51188,50904,50974,50878,50778,50744,50486,50514,50500,50360,50204,50172,50078,49998,49608,49712,49464,49314,49178,49114,49068,49062,48742,48666,48526,48338,47976,47864,47614,47380,47062,46836,46668,46422,46018,45970,45714,45432,45192,44970,44692,44470,44278,44000,43694,43566,43402,43174,43000,42858,42454,42274,42210,42066
