,day,factor,required,delivery,percents,num_vehicle,carbon_emission(kg)
0,1,-1,20.16,20.16,100.0,2,4.313192398649133
0,2,-1,6.5,6.5,100.0,3,1.3115379524844943
0,3,-1,219.6,219.24,99.84,15,55.05031274898211
0,4,-1,279.44,279.44,100.0,18,65.86300378830526
0,5,-1,183.38,183.38,100.0,12,48.48775181521652
0,6,-1,281.45,249.06,88.49,16,68.74857826870887
0,7,-1,235.8,235.8,100.0,14,61.79553991426618
0,8,-1,267.84,258.84,96.64,16,61.15618720917164
0,9,-1,228.96,228.96,100.0,15,59.26000097677137
0,10,-1,236.74,236.74,100.0,17,63.10362292473979
0,11,-1,259.1,258.29,99.69,17,74.63292519423076
0,12,-1,283.46,283.46,100.0,18,73.26631952926509
0,13,-1,28.2,28.2,100.0,3,8.365847791737773
0,14,-1,75.6,75.6,100.0,4,20.652022095006647
0,15,-1,7.2,7.2,100.0,1,0.9385860092140992
0,16,-1,338.26,330.3,97.65,18,66.03969885708439
0,17,-1,193.68,193.68,100.0,13,40.894072020338484
0,18,-1,185.47,185.47,100.0,14,39.93326854702077
0,19,-1,227.88,227.88,100.0,14,59.47346882776988
0,20,-1,28.63,28.63,100.0,3,8.393686317521286
0,21,-1,54.0,54.0,100.0,3,13.146595963601458
0,22,-1,224.78,216.68,96.4,15,55.2274938509713
0,23,-1,385.06,368.47,95.69,21,73.08726092293935
0,24,-1,175.68,174.87,99.54,11,41.80774129918081
0,25,-1,168.98,168.98,100.0,11,38.044227108650695
0,26,-1,253.08,245.55,97.02,18,64.06587354140653
0,27,-1,3.05,3.05,100.0,1,0.7286016936325005
0,28,-1,302.66,283.18,93.56,20,70.92270131340527
0,29,-1,298.08,294.1,98.66,21,67.70443997950755
0,30,-1,254.52,254.52,100.0,18,64.15374029098292
0,31,-1,216.58,216.58,100.0,17,62.97911464752357
0,32,-1,333.72,292.89,87.77,18,70.01759143969058
0,33,-1,27.17,27.17,100.0,3,7.300942325682571
0,34,-1,273.6,269.23,98.4,17,55.64376975504665
0,35,-1,250.92,250.92,100.0,17,56.035237039539766
0,36,-1,287.5,276.34,96.12,18,58.9648044882228
0,37,-1,221.88,221.88,100.0,15,49.21003147165482
0,38,-1,210.6,204.24,96.98,15,48.92236946509555
0,39,-1,2.59,2.59,100.0,2,0.5720893784073187
0,40,-1,41.76,41.76,100.0,2,9.52335727640894
0,41,-1,348.34,341.46,98.02,21,76.88946687764995
0,42,-1,291.24,288.18,98.95,16,50.84498243182409
0,43,-1,209.3,209.3,100.0,17,39.40882580834957
0,44,-1,250.06,249.41,99.74,16,47.30369015595565
0,45,-1,33.84,33.84,100.0,2,8.438678987535788
0,46,-1,59.04,59.04,100.0,4,11.013434792929296
0,47,-1,222.12,222.12,100.0,16,46.063768540301794
0,48,-1,387.22,369.08,95.32,26,71.2211893124101
0,49,-1,361.8,361.8,100.0,26,73.77774517673727
0,50,-1,273.6,273.6,100.0,17,51.56214605556649
0,51,-1,355.32,354.72,99.83,26,62.65724476805812
0,52,-1,38.98,38.98,100.0,4,9.737885383699012
0,53,-1,34.2,34.2,100.0,1,9.839869172541242
0,54,-1,244.56,244.05,99.79,19,41.742397759882806
0,55,-1,287.14,287.14,100.0,20,53.25926089397541
0,56,-1,270.72,267.05,98.64,17,50.32267622254664
0,57,-1,264.0,262.12,99.29,19,36.10516371008013
0,58,-1,270.72,263.9,97.48,18,49.49292108703162
0,59,-1,51.7,51.7,100.0,6,13.235132678387629
0,60,-1,33.84,33.84,100.0,3,10.683772626612898
0,61,-1,249.12,248.12,99.6,18,64.16994752956552
0,62,-1,254.52,244.71,96.15,19,50.449711822872175
0,63,-1,274.46,274.46,100.0,18,59.250390498292866
0,64,-1,270.84,259.78,95.92,18,43.82636911039017
0,65,-1,274.46,274.46,100.0,19,66.3273493698792
0,66,-1,51.0,51.0,100.0,5,8.406617098562453
0,67,-1,311.73,299.2,95.98,19,52.71828965813817
0,68,-1,358.56,347.31,96.86,25,77.97301097673571
0,69,-1,299.16,299.16,100.0,19,74.0901516474631
0,70,-1,254.64,254.64,100.0,18,60.86587631466072
0,71,-1,346.32,337.26,97.38,22,45.7612015494902
0,72,-1,68.4,68.4,100.0,6,12.724477323634066
0,73,-1,44.64,44.64,100.0,4,10.736686096750587
0,74,-1,217.22,217.22,100.0,18,46.45457278200751
0,75,-1,385.56,354.26,91.88,23,78.86536116639564
0,76,-1,275.4,263.2,95.57,20,64.37163242765097
0,77,-1,247.08,241.62,97.79,16,59.28832529044182
0,78,-1,256.54,256.54,100.0,20,47.32975798405311
0,79,-1,24.41,24.41,100.0,3,5.709581816812945
0,80,-1,57.6,57.6,100.0,3,12.68407764730067
0,81,-1,261.69,259.59,99.2,20,50.116781899044184
0,82,-1,363.53,348.65,95.91,27,69.9188011263113
0,83,-1,306.0,294.03,96.09,21,62.04093449764966
0,84,-1,349.32,315.1,90.2,23,63.13940619567855
0,85,-1,229.32,229.32,100.0,17,46.09150745075211
0,86,-1,44.64,44.64,100.0,3,9.910757791783304
0,87,-1,8.64,8.64,100.0,1,2.335419849629472
0,88,-1,275.76,275.76,100.0,20,48.377342536600956
0,89,-1,277.78,277.78,100.0,20,54.29441762515409
0,90,-1,270.0,270.0,100.0,21,58.83329550274829
0,91,-1,304.68,299.27,98.22,18,53.12768831075141
0,92,-1,343.58,337.0,98.08,22,47.8017752981565
0,93,-1,21.6,21.6,100.0,2,5.948963796775555
0,94,-1,14.4,14.4,100.0,1,1.4436542611560839
0,95,-1,341.28,336.58,98.62,20,51.7434762419497
0,96,-1,318.24,305.15,95.89,18,44.84446818791684
0,97,-1,329.18,327.55,99.5,22,45.90446517072766
0,98,-1,322.82,309.22,95.79,21,42.29476967289071
0,99,-1,383.76,367.86,95.86,24,44.109097411513204
0,100,-1,50.16,50.16,100.0,6,9.011625552662101
0,101,-1,106.42,106.42,100.0,7,15.41786327232725
